,PROLIFIC_PID,ExplanationPair,Need_for_Cognition,Need_for_closure,Susceptibility_to_persuasion,Skepticism,AI_Expertise,Domain,flipped_dim,MetricType,Evaluation
78738,683667d92d0bfb2cf3f5c7a6,100011v101011,0.9,0.375,0.75,0.9375,0.75,high,Structure,Usefulness,1
70464,683667d92d0bfb2cf3f5c7a6,100110v110110,0.9,0.375,0.75,0.9375,0.75,high,Length,Trustworthiness,1
70661,683667d92d0bfb2cf3f5c7a6,100110v110110,0.9,0.375,0.75,0.9375,0.75,high,Length,Transparency,1
70858,683667d92d0bfb2cf3f5c7a6,100110v110110,0.9,0.375,0.75,0.9375,0.75,high,Length,Usefulness,1
67312,683667d92d0bfb2cf3f5c7a6,100111v110111,0.9,0.375,0.75,0.9375,0.75,high,Length,Trustworthiness,1
67509,683667d92d0bfb2cf3f5c7a6,100111v110111,0.9,0.375,0.75,0.9375,0.75,high,Length,Transparency,1
67706,683667d92d0bfb2cf3f5c7a6,100111v110111,0.9,0.375,0.75,0.9375,0.75,high,Length,Usefulness,1
98044,683667d92d0bfb2cf3f5c7a6,101000v101010,0.9,0.375,0.75,0.9375,0.75,high,Detail,Trustworthiness,1
98241,683667d92d0bfb2cf3f5c7a6,101000v101010,0.9,0.375,0.75,0.9375,0.75,high,Detail,Transparency,1
98438,683667d92d0bfb2cf3f5c7a6,101000v101010,0.9,0.375,0.75,0.9375,0.75,high,Detail,Usefulness,1
105924,683667d92d0bfb2cf3f5c7a6,110010v110110,0.9,0.375,0.75,0.9375,0.75,high,Formality,Trustworthiness,1
106121,683667d92d0bfb2cf3f5c7a6,110010v110110,0.9,0.375,0.75,0.9375,0.75,high,Formality,Transparency,1
106318,683667d92d0bfb2cf3f5c7a6,110010v110110,0.9,0.375,0.75,0.9375,0.75,high,Formality,Usefulness,1
20801,68369793196a6f8760f9a3ac,000001v010001,0.75,0.5,0.625,0.75,0.5625,low,Length,Trustworthiness,1
20998,68369793196a6f8760f9a3ac,000001v010001,0.75,0.5,0.625,0.75,0.5625,low,Length,Transparency,0
21195,68369793196a6f8760f9a3ac,000001v010001,0.75,0.5,0.625,0.75,0.5625,low,Length,Usefulness,1
9769,68369793196a6f8760f9a3ac,000101v001101,0.75,0.5,0.625,0.75,0.5625,low,Structure,Trustworthiness,1
9966,68369793196a6f8760f9a3ac,000101v001101,0.75,0.5,0.625,0.75,0.5625,low,Structure,Transparency,1
10163,68369793196a6f8760f9a3ac,000101v001101,0.75,0.5,0.625,0.75,0.5625,low,Structure,Usefulness,0
6617,68369793196a6f8760f9a3ac,000110v001110,0.75,0.5,0.625,0.75,0.5625,low,Structure,Trustworthiness,0
6814,68369793196a6f8760f9a3ac,000110v001110,0.75,0.5,0.625,0.75,0.5625,low,Structure,Transparency,0
7011,68369793196a6f8760f9a3ac,000110v001110,0.75,0.5,0.625,0.75,0.5625,low,Structure,Usefulness,1
39713,68369793196a6f8760f9a3ac,010101v010111,0.75,0.5,0.625,0.75,0.5625,low,Detail,Trustworthiness,1
39910,68369793196a6f8760f9a3ac,010101v010111,0.75,0.5,0.625,0.75,0.5625,low,Detail,Transparency,0
40107,68369793196a6f8760f9a3ac,010101v010111,0.75,0.5,0.625,0.75,0.5625,low,Detail,Usefulness,1
66505,68369793196a6f8760f9a3ac,100111v101111,0.75,0.5,0.625,0.75,0.5625,high,Structure,Trustworthiness,1
66702,68369793196a6f8760f9a3ac,100111v101111,0.75,0.5,0.625,0.75,0.5625,high,Structure,Transparency,1
66899,68369793196a6f8760f9a3ac,100111v101111,0.75,0.5,0.625,0.75,0.5625,high,Structure,Usefulness,0
95661,68369793196a6f8760f9a3ac,101010v101011,0.75,0.5,0.625,0.75,0.5625,high,Persuasiveness,Trustworthiness,0
95858,68369793196a6f8760f9a3ac,101010v101011,0.75,0.5,0.625,0.75,0.5625,high,Persuasiveness,Transparency,1
96055,68369793196a6f8760f9a3ac,101010v101011,0.75,0.5,0.625,0.75,0.5625,high,Persuasiveness,Usefulness,1
103541,68369793196a6f8760f9a3ac,110011v110111,0.75,0.5,0.625,0.75,0.5625,high,Formality,Trustworthiness,1
103738,68369793196a6f8760f9a3ac,110011v110111,0.75,0.5,0.625,0.75,0.5625,high,Formality,Transparency,1
103935,68369793196a6f8760f9a3ac,110011v110111,0.75,0.5,0.625,0.75,0.5625,high,Formality,Usefulness,1
123241,68369793196a6f8760f9a3ac,111000v111100,0.75,0.5,0.625,0.75,0.5625,high,Formality,Trustworthiness,1
123438,68369793196a6f8760f9a3ac,111000v111100,0.75,0.5,0.625,0.75,0.5625,high,Formality,Transparency,1
123635,68369793196a6f8760f9a3ac,111000v111100,0.75,0.5,0.625,0.75,0.5625,high,Formality,Usefulness,0
122453,68369793196a6f8760f9a3ac,111001v111101,0.75,0.5,0.625,0.75,0.5625,high,Formality,Trustworthiness,1
122650,68369793196a6f8760f9a3ac,111001v111101,0.75,0.5,0.625,0.75,0.5625,high,Formality,Transparency,1
122847,68369793196a6f8760f9a3ac,111001v111101,0.75,0.5,0.625,0.75,0.5625,high,Formality,Usefulness,0
14461,68376c52ffb5075f5976053a,000001v000011,0.5,0.5,0.8125,0.75,0.625,low,Detail,Trustworthiness,1
14658,68376c52ffb5075f5976053a,000001v000011,0.5,0.5,0.8125,0.75,0.625,low,Detail,Transparency,1
14855,68376c52ffb5075f5976053a,000001v000011,0.5,0.5,0.8125,0.75,0.625,low,Detail,Usefulness,1
9733,68376c52ffb5075f5976053a,000101v001101,0.5,0.5,0.8125,0.75,0.625,low,Structure,Trustworthiness,1
9930,68376c52ffb5075f5976053a,000101v001101,0.5,0.5,0.8125,0.75,0.625,low,Structure,Transparency,1
10127,68376c52ffb5075f5976053a,000101v001101,0.5,0.5,0.8125,0.75,0.625,low,Structure,Usefulness,1
42041,68376c52ffb5075f5976053a,010100v010110,0.5,0.5,0.8125,0.75,0.625,low,Detail,Trustworthiness,1
42238,68376c52ffb5075f5976053a,010100v010110,0.5,0.5,0.8125,0.75,0.625,low,Detail,Transparency,1
42435,68376c52ffb5075f5976053a,010100v010110,0.5,0.5,0.8125,0.75,0.625,low,Detail,Usefulness,0
57801,68376c52ffb5075f5976053a,011010v011110,0.5,0.5,0.8125,0.75,0.625,low,Formality,Trustworthiness,1
57998,68376c52ffb5075f5976053a,011010v011110,0.5,0.5,0.8125,0.75,0.625,low,Formality,Transparency,0
58195,68376c52ffb5075f5976053a,011010v011110,0.5,0.5,0.8125,0.75,0.625,low,Formality,Usefulness,1
64893,68376c52ffb5075f5976053a,100101v100111,0.5,0.5,0.8125,0.75,0.625,high,Detail,Trustworthiness,0
65090,68376c52ffb5075f5976053a,100101v100111,0.5,0.5,0.8125,0.75,0.625,high,Detail,Transparency,0
65287,68376c52ffb5075f5976053a,100101v100111,0.5,0.5,0.8125,0.75,0.625,high,Detail,Usefulness,1
109021,68376c52ffb5075f5976053a,110101v111101,0.5,0.5,0.8125,0.75,0.625,high,Structure,Trustworthiness,0
109218,68376c52ffb5075f5976053a,110101v111101,0.5,0.5,0.8125,0.75,0.625,high,Structure,Transparency,1
109415,68376c52ffb5075f5976053a,110101v111101,0.5,0.5,0.8125,0.75,0.625,high,Structure,Usefulness,0
123993,68376c52ffb5075f5976053a,111010v111011,0.5,0.5,0.8125,0.75,0.625,high,Persuasiveness,Trustworthiness,0
124190,68376c52ffb5075f5976053a,111010v111011,0.5,0.5,0.8125,0.75,0.625,high,Persuasiveness,Transparency,0
124387,68376c52ffb5075f5976053a,111010v111011,0.5,0.5,0.8125,0.75,0.625,high,Persuasiveness,Usefulness,0
119265,68376c52ffb5075f5976053a,111011v111111,0.5,0.5,0.8125,0.75,0.625,high,Formality,Trustworthiness,1
119462,68376c52ffb5075f5976053a,111011v111111,0.5,0.5,0.8125,0.75,0.625,high,Formality,Transparency,1
119659,68376c52ffb5075f5976053a,111011v111111,0.5,0.5,0.8125,0.75,0.625,high,Formality,Usefulness,1
18415,6838b02d3ba617905dab5fa7,000010v010010,0.75,0.3125,0.9375,0.875,0.5,low,Length,Trustworthiness,1
18612,6838b02d3ba617905dab5fa7,000010v010010,0.75,0.3125,0.9375,0.875,0.5,low,Length,Transparency,1
18809,6838b02d3ba617905dab5fa7,000010v010010,0.75,0.3125,0.9375,0.875,0.5,low,Length,Usefulness,1
10535,6838b02d3ba617905dab5fa7,000101v010101,0.75,0.3125,0.9375,0.875,0.5,low,Length,Trustworthiness,1
10732,6838b02d3ba617905dab5fa7,000101v010101,0.75,0.3125,0.9375,0.875,0.5,low,Length,Transparency,1
10929,6838b02d3ba617905dab5fa7,000101v010101,0.75,0.3125,0.9375,0.875,0.5,low,Length,Usefulness,1
33387,6838b02d3ba617905dab5fa7,001001v001011,0.75,0.3125,0.9375,0.875,0.5,low,Detail,Trustworthiness,1
33584,6838b02d3ba617905dab5fa7,001001v001011,0.75,0.3125,0.9375,0.875,0.5,low,Detail,Transparency,1
33781,6838b02d3ba617905dab5fa7,001001v001011,0.75,0.3125,0.9375,0.875,0.5,low,Detail,Usefulness,1
32599,6838b02d3ba617905dab5fa7,001010v001011,0.75,0.3125,0.9375,0.875,0.5,low,Persuasiveness,Trustworthiness,1
32796,6838b02d3ba617905dab5fa7,001010v001011,0.75,0.3125,0.9375,0.875,0.5,low,Persuasiveness,Transparency,1
32993,6838b02d3ba617905dab5fa7,001010v001011,0.75,0.3125,0.9375,0.875,0.5,low,Persuasiveness,Usefulness,1
41267,6838b02d3ba617905dab5fa7,010111v011111,0.75,0.3125,0.9375,0.875,0.5,low,Structure,Trustworthiness,1
41464,6838b02d3ba617905dab5fa7,010111v011111,0.75,0.3125,0.9375,0.875,0.5,low,Structure,Transparency,1
41661,6838b02d3ba617905dab5fa7,010111v011111,0.75,0.3125,0.9375,0.875,0.5,low,Structure,Usefulness,1
85395,6838b02d3ba617905dab5fa7,100000v110000,0.75,0.3125,0.9375,0.875,0.5,high,Length,Trustworthiness,0
85592,6838b02d3ba617905dab5fa7,100000v110000,0.75,0.3125,0.9375,0.875,0.5,high,Length,Transparency,1
85789,6838b02d3ba617905dab5fa7,100000v110000,0.75,0.3125,0.9375,0.875,0.5,high,Length,Usefulness,1
75939,6838b02d3ba617905dab5fa7,100100v110100,0.75,0.3125,0.9375,0.875,0.5,high,Length,Trustworthiness,0
76136,6838b02d3ba617905dab5fa7,100100v110100,0.75,0.3125,0.9375,0.875,0.5,high,Length,Transparency,1
76333,6838b02d3ba617905dab5fa7,100100v110100,0.75,0.3125,0.9375,0.875,0.5,high,Length,Usefulness,1
98791,6838b02d3ba617905dab5fa7,101010v111010,0.75,0.3125,0.9375,0.875,0.5,high,Length,Trustworthiness,0
98988,6838b02d3ba617905dab5fa7,101010v111010,0.75,0.3125,0.9375,0.875,0.5,high,Length,Transparency,0
99185,6838b02d3ba617905dab5fa7,101010v111010,0.75,0.3125,0.9375,0.875,0.5,high,Length,Usefulness,1
95639,6838b02d3ba617905dab5fa7,101010v101011,0.75,0.3125,0.9375,0.875,0.5,high,Persuasiveness,Trustworthiness,1
95836,6838b02d3ba617905dab5fa7,101010v101011,0.75,0.3125,0.9375,0.875,0.5,high,Persuasiveness,Transparency,0
96033,6838b02d3ba617905dab5fa7,101010v101011,0.75,0.3125,0.9375,0.875,0.5,high,Persuasiveness,Usefulness,1
116127,6838b02d3ba617905dab5fa7,110001v111001,0.75,0.3125,0.9375,0.875,0.5,high,Structure,Trustworthiness,1
116324,6838b02d3ba617905dab5fa7,110001v111001,0.75,0.3125,0.9375,0.875,0.5,high,Structure,Transparency,1
116521,6838b02d3ba617905dab5fa7,110001v111001,0.75,0.3125,0.9375,0.875,0.5,high,Structure,Usefulness,1
7434,6838b6e648a361a89a734c10,000110v010110,0.75,0.5,0.8125,0.8125,0.8125,low,Length,Trustworthiness,0
7631,6838b6e648a361a89a734c10,000110v010110,0.75,0.5,0.8125,0.8125,0.8125,low,Length,Transparency,1
7828,6838b6e648a361a89a734c10,000110v010110,0.75,0.5,0.8125,0.8125,0.8125,low,Length,Usefulness,1
37378,6838b6e648a361a89a734c10,001001v011001,0.75,0.5,0.8125,0.8125,0.8125,low,Length,Trustworthiness,1
37575,6838b6e648a361a89a734c10,001001v011001,0.75,0.5,0.8125,0.8125,0.8125,low,Length,Transparency,1
37772,6838b6e648a361a89a734c10,001001v011001,0.75,0.5,0.8125,0.8125,0.8125,low,Length,Usefulness,1
31862,6838b6e648a361a89a734c10,001100v011100,0.75,0.5,0.8125,0.8125,0.8125,low,Length,Trustworthiness,1
32059,6838b6e648a361a89a734c10,001100v011100,0.75,0.5,0.8125,0.8125,0.8125,low,Length,Transparency,1
32256,6838b6e648a361a89a734c10,001100v011100,0.75,0.5,0.8125,0.8125,0.8125,low,Length,Usefulness,1
62594,6838b6e648a361a89a734c10,011000v011010,0.75,0.5,0.8125,0.8125,0.8125,low,Detail,Trustworthiness,1
62791,6838b6e648a361a89a734c10,011000v011010,0.75,0.5,0.8125,0.8125,0.8125,low,Detail,Transparency,1
62988,6838b6e648a361a89a734c10,011000v011010,0.75,0.5,0.8125,0.8125,0.8125,low,Detail,Usefulness,1
57866,6838b6e648a361a89a734c10,011010v011110,0.75,0.5,0.8125,0.8125,0.8125,low,Formality,Trustworthiness,0
58063,6838b6e648a361a89a734c10,011010v011110,0.75,0.5,0.8125,0.8125,0.8125,low,Formality,Transparency,1
58260,6838b6e648a361a89a734c10,011010v011110,0.75,0.5,0.8125,0.8125,0.8125,low,Formality,Usefulness,1
95690,6838b6e648a361a89a734c10,101010v101011,0.75,0.5,0.8125,0.8125,0.8125,high,Persuasiveness,Trustworthiness,0
95887,6838b6e648a361a89a734c10,101010v101011,0.75,0.5,0.8125,0.8125,0.8125,high,Persuasiveness,Transparency,0
96084,6838b6e648a361a89a734c10,101010v101011,0.75,0.5,0.8125,0.8125,0.8125,high,Persuasiveness,Usefulness,0
90174,6838b6e648a361a89a734c10,101010v101110,0.75,0.5,0.8125,0.8125,0.8125,high,Formality,Trustworthiness,0
90371,6838b6e648a361a89a734c10,101010v101110,0.75,0.5,0.8125,0.8125,0.8125,high,Formality,Transparency,1
90568,6838b6e648a361a89a734c10,101010v101110,0.75,0.5,0.8125,0.8125,0.8125,high,Formality,Usefulness,1
115390,6838b6e648a361a89a734c10,110000v110001,0.75,0.5,0.8125,0.8125,0.8125,high,Persuasiveness,Trustworthiness,0
115587,6838b6e648a361a89a734c10,110000v110001,0.75,0.5,0.8125,0.8125,0.8125,high,Persuasiveness,Transparency,0
115784,6838b6e648a361a89a734c10,110000v110001,0.75,0.5,0.8125,0.8125,0.8125,high,Persuasiveness,Usefulness,0
103570,6838b6e648a361a89a734c10,110011v110111,0.75,0.5,0.8125,0.8125,0.8125,high,Formality,Trustworthiness,0
103767,6838b6e648a361a89a734c10,110011v110111,0.75,0.5,0.8125,0.8125,0.8125,high,Formality,Transparency,1
103964,6838b6e648a361a89a734c10,110011v110111,0.75,0.5,0.8125,0.8125,0.8125,high,Formality,Usefulness,1
121694,6838b6e648a361a89a734c10,111100v111101,0.75,0.5,0.8125,0.8125,0.8125,high,Persuasiveness,Trustworthiness,0
121891,6838b6e648a361a89a734c10,111100v111101,0.75,0.5,0.8125,0.8125,0.8125,high,Persuasiveness,Transparency,0
122088,6838b6e648a361a89a734c10,111100v111101,0.75,0.5,0.8125,0.8125,0.8125,high,Persuasiveness,Usefulness,0
21657,6838b97da46a62000b1ead6e,000000v001000,0.75,0.75,0.875,0.8125,0.6875,low,Structure,Trustworthiness,0
21854,6838b97da46a62000b1ead6e,000000v001000,0.75,0.75,0.875,0.8125,0.6875,low,Structure,Transparency,1
22051,6838b97da46a62000b1ead6e,000000v001000,0.75,0.75,0.875,0.8125,0.6875,low,Structure,Usefulness,1
17717,6838b97da46a62000b1ead6e,000010v001010,0.75,0.75,0.875,0.8125,0.6875,low,Structure,Trustworthiness,0
17914,6838b97da46a62000b1ead6e,000010v001010,0.75,0.75,0.875,0.8125,0.6875,low,Structure,Transparency,0
18111,6838b97da46a62000b1ead6e,000010v001010,0.75,0.75,0.875,0.8125,0.6875,low,Structure,Usefulness,0
9049,6838b97da46a62000b1ead6e,000001v000101,0.75,0.75,0.875,0.8125,0.6875,low,Formality,Trustworthiness,0
9246,6838b97da46a62000b1ead6e,000001v000101,0.75,0.75,0.875,0.8125,0.6875,low,Formality,Transparency,1
9443,6838b97da46a62000b1ead6e,000001v000101,0.75,0.75,0.875,0.8125,0.6875,low,Formality,Usefulness,1
9837,6838b97da46a62000b1ead6e,000101v001101,0.75,0.75,0.875,0.8125,0.6875,low,Structure,Trustworthiness,0
10034,6838b97da46a62000b1ead6e,000101v001101,0.75,0.75,0.875,0.8125,0.6875,low,Structure,Transparency,1
10231,6838b97da46a62000b1ead6e,000101v001101,0.75,0.75,0.875,0.8125,0.6875,low,Structure,Usefulness,1
62633,6838b97da46a62000b1ead6e,011000v011010,0.75,0.75,0.875,0.8125,0.6875,low,Detail,Trustworthiness,0
62830,6838b97da46a62000b1ead6e,011000v011010,0.75,0.75,0.875,0.8125,0.6875,low,Detail,Transparency,1
63027,6838b97da46a62000b1ead6e,011000v011010,0.75,0.75,0.875,0.8125,0.6875,low,Detail,Usefulness,1
76817,6838b97da46a62000b1ead6e,100010v100011,0.75,0.75,0.875,0.8125,0.6875,high,Persuasiveness,Trustworthiness,0
77014,6838b97da46a62000b1ead6e,100010v100011,0.75,0.75,0.875,0.8125,0.6875,high,Persuasiveness,Transparency,0
77211,6838b97da46a62000b1ead6e,100010v100011,0.75,0.75,0.875,0.8125,0.6875,high,Persuasiveness,Usefulness,0
91789,6838b97da46a62000b1ead6e,101100v101101,0.75,0.75,0.875,0.8125,0.6875,high,Persuasiveness,Trustworthiness,0
91986,6838b97da46a62000b1ead6e,101100v101101,0.75,0.75,0.875,0.8125,0.6875,high,Persuasiveness,Transparency,0
92183,6838b97da46a62000b1ead6e,101100v101101,0.75,0.75,0.875,0.8125,0.6875,high,Persuasiveness,Usefulness,0
113853,6838b97da46a62000b1ead6e,110000v110010,0.75,0.75,0.875,0.8125,0.6875,high,Detail,Trustworthiness,0
114050,6838b97da46a62000b1ead6e,110000v110010,0.75,0.75,0.875,0.8125,0.6875,high,Detail,Transparency,1
114247,6838b97da46a62000b1ead6e,110000v110010,0.75,0.75,0.875,0.8125,0.6875,high,Detail,Usefulness,1
112277,6838b97da46a62000b1ead6e,110001v110011,0.75,0.75,0.875,0.8125,0.6875,high,Detail,Trustworthiness,0
112474,6838b97da46a62000b1ead6e,110001v110011,0.75,0.75,0.875,0.8125,0.6875,high,Detail,Transparency,1
112671,6838b97da46a62000b1ead6e,110001v110011,0.75,0.75,0.875,0.8125,0.6875,high,Detail,Usefulness,1
111489,6838b97da46a62000b1ead6e,110010v110011,0.75,0.75,0.875,0.8125,0.6875,high,Persuasiveness,Trustworthiness,0
111686,6838b97da46a62000b1ead6e,110010v110011,0.75,0.75,0.875,0.8125,0.6875,high,Persuasiveness,Transparency,0
111883,6838b97da46a62000b1ead6e,110010v110011,0.75,0.75,0.875,0.8125,0.6875,high,Persuasiveness,Usefulness,0
12896,6838bf09c0e78e90e12c6611,000100v010100,0.65,0.5,0.5625,0.9375,0.9375,low,Length,Trustworthiness,0
13093,6838bf09c0e78e90e12c6611,000100v010100,0.65,0.5,0.5625,0.9375,0.9375,low,Length,Transparency,0
13290,6838bf09c0e78e90e12c6611,000100v010100,0.65,0.5,0.5625,0.9375,0.9375,low,Length,Usefulness,1
8956,6838bf09c0e78e90e12c6611,000001v000101,0.65,0.5,0.5625,0.9375,0.9375,low,Formality,Trustworthiness,0
9153,6838bf09c0e78e90e12c6611,000001v000101,0.65,0.5,0.5625,0.9375,0.9375,low,Formality,Transparency,0
9350,6838bf09c0e78e90e12c6611,000001v000101,0.65,0.5,0.5625,0.9375,0.9375,low,Formality,Usefulness,0
4228,6838bf09c0e78e90e12c6611,000111v010111,0.65,0.5,0.5625,0.9375,0.9375,low,Length,Trustworthiness,1
4425,6838bf09c0e78e90e12c6611,000111v010111,0.65,0.5,0.5625,0.9375,0.9375,low,Length,Transparency,1
4622,6838bf09c0e78e90e12c6611,000111v010111,0.65,0.5,0.5625,0.9375,0.9375,low,Length,Usefulness,1
26292,6838bf09c0e78e90e12c6611,001100v001110,0.65,0.5,0.5625,0.9375,0.9375,low,Detail,Trustworthiness,1
26489,6838bf09c0e78e90e12c6611,001100v001110,0.65,0.5,0.5625,0.9375,0.9375,low,Detail,Transparency,1
26686,6838bf09c0e78e90e12c6611,001100v001110,0.65,0.5,0.5625,0.9375,0.9375,low,Detail,Usefulness,1
27868,6838bf09c0e78e90e12c6611,001110v011110,0.65,0.5,0.5625,0.9375,0.9375,low,Length,Trustworthiness,0
28065,6838bf09c0e78e90e12c6611,001110v011110,0.65,0.5,0.5625,0.9375,0.9375,low,Length,Transparency,0
28262,6838bf09c0e78e90e12c6611,001110v011110,0.65,0.5,0.5625,0.9375,0.9375,low,Length,Usefulness,0
82240,6838bf09c0e78e90e12c6611,100000v100001,0.65,0.5,0.5625,0.9375,0.9375,high,Persuasiveness,Trustworthiness,1
82437,6838bf09c0e78e90e12c6611,100000v100001,0.65,0.5,0.5625,0.9375,0.9375,high,Persuasiveness,Transparency,1
82634,6838bf09c0e78e90e12c6611,100000v100001,0.65,0.5,0.5625,0.9375,0.9375,high,Persuasiveness,Usefulness,1
71996,6838bf09c0e78e90e12c6611,100001v100101,0.65,0.5,0.5625,0.9375,0.9375,high,Formality,Trustworthiness,1
72193,6838bf09c0e78e90e12c6611,100001v100101,0.65,0.5,0.5625,0.9375,0.9375,high,Formality,Transparency,0
72390,6838bf09c0e78e90e12c6611,100001v100101,0.65,0.5,0.5625,0.9375,0.9375,high,Formality,Usefulness,1
101152,6838bf09c0e78e90e12c6611,101000v111000,0.65,0.5,0.5625,0.9375,0.9375,high,Length,Trustworthiness,1
101349,6838bf09c0e78e90e12c6611,101000v111000,0.65,0.5,0.5625,0.9375,0.9375,high,Length,Transparency,1
101546,6838bf09c0e78e90e12c6611,101000v111000,0.65,0.5,0.5625,0.9375,0.9375,high,Length,Usefulness,1
94848,6838bf09c0e78e90e12c6611,101100v111100,0.65,0.5,0.5625,0.9375,0.9375,high,Length,Trustworthiness,1
95045,6838bf09c0e78e90e12c6611,101100v111100,0.65,0.5,0.5625,0.9375,0.9375,high,Length,Transparency,1
95242,6838bf09c0e78e90e12c6611,101100v111100,0.65,0.5,0.5625,0.9375,0.9375,high,Length,Usefulness,1
125580,6838bf09c0e78e90e12c6611,111000v111010,0.65,0.5,0.5625,0.9375,0.9375,high,Detail,Trustworthiness,1
125777,6838bf09c0e78e90e12c6611,111000v111010,0.65,0.5,0.5625,0.9375,0.9375,high,Detail,Transparency,1
125974,6838bf09c0e78e90e12c6611,111000v111010,0.65,0.5,0.5625,0.9375,0.9375,high,Detail,Usefulness,1
5020,6838dea05d64a39675c02a59,000100v000110,0.55,0.5625,0.625,0.6875,0.6875,low,Detail,Trustworthiness,1
5217,6838dea05d64a39675c02a59,000100v000110,0.55,0.5625,0.625,0.6875,0.6875,low,Detail,Transparency,1
5414,6838dea05d64a39675c02a59,000100v000110,0.55,0.5625,0.625,0.6875,0.6875,low,Detail,Usefulness,1
29448,6838dea05d64a39675c02a59,001001v001101,0.55,0.5625,0.625,0.6875,0.6875,low,Formality,Trustworthiness,0
29645,6838dea05d64a39675c02a59,001001v001101,0.55,0.5625,0.625,0.6875,0.6875,low,Formality,Transparency,0
29842,6838dea05d64a39675c02a59,001001v001101,0.55,0.5625,0.625,0.6875,0.6875,low,Formality,Usefulness,0
27084,6838dea05d64a39675c02a59,001010v001110,0.55,0.5625,0.625,0.6875,0.6875,low,Formality,Trustworthiness,1
27281,6838dea05d64a39675c02a59,001010v001110,0.55,0.5625,0.625,0.6875,0.6875,low,Formality,Transparency,1
27478,6838dea05d64a39675c02a59,001010v001110,0.55,0.5625,0.625,0.6875,0.6875,low,Formality,Usefulness,1
93276,6838dea05d64a39675c02a59,101000v101100,0.55,0.5625,0.625,0.6875,0.6875,high,Formality,Trustworthiness,1
93473,6838dea05d64a39675c02a59,101000v101100,0.55,0.5625,0.625,0.6875,0.6875,high,Formality,Transparency,1
93670,6838dea05d64a39675c02a59,101000v101100,0.55,0.5625,0.625,0.6875,0.6875,high,Formality,Usefulness,1
116128,6838dea05d64a39675c02a59,110001v111001,0.55,0.5625,0.625,0.6875,0.6875,high,Structure,Trustworthiness,1
116325,6838dea05d64a39675c02a59,110001v111001,0.55,0.5625,0.625,0.6875,0.6875,high,Structure,Transparency,1
116522,6838dea05d64a39675c02a59,110001v111001,0.55,0.5625,0.625,0.6875,0.6875,high,Structure,Usefulness,1
22302,68393ac0ab1ff7d7a62887ad,000000v010000,0.6,0.4375,0.8125,0.625,0.6875,low,Length,Trustworthiness,0
22499,68393ac0ab1ff7d7a62887ad,000000v010000,0.6,0.4375,0.8125,0.625,0.6875,low,Length,Transparency,0
22696,68393ac0ab1ff7d7a62887ad,000000v010000,0.6,0.4375,0.8125,0.625,0.6875,low,Length,Usefulness,1
12058,68393ac0ab1ff7d7a62887ad,000100v001100,0.6,0.4375,0.8125,0.625,0.6875,low,Structure,Trustworthiness,1
12255,68393ac0ab1ff7d7a62887ad,000100v001100,0.6,0.4375,0.8125,0.625,0.6875,low,Structure,Transparency,1
12452,68393ac0ab1ff7d7a62887ad,000100v001100,0.6,0.4375,0.8125,0.625,0.6875,low,Structure,Usefulness,1
30970,68393ac0ab1ff7d7a62887ad,001000v001100,0.6,0.4375,0.8125,0.625,0.6875,low,Formality,Trustworthiness,0
31167,68393ac0ab1ff7d7a62887ad,001000v001100,0.6,0.4375,0.8125,0.625,0.6875,low,Formality,Transparency,1
31364,68393ac0ab1ff7d7a62887ad,001000v001100,0.6,0.4375,0.8125,0.625,0.6875,low,Formality,Usefulness,0
25454,68393ac0ab1ff7d7a62887ad,001111v011111,0.6,0.4375,0.8125,0.625,0.6875,low,Length,Trustworthiness,0
25651,68393ac0ab1ff7d7a62887ad,001111v011111,0.6,0.4375,0.8125,0.625,0.6875,low,Length,Transparency,1
25848,68393ac0ab1ff7d7a62887ad,001111v011111,0.6,0.4375,0.8125,0.625,0.6875,low,Length,Usefulness,0
44366,68393ac0ab1ff7d7a62887ad,010100v010101,0.6,0.4375,0.8125,0.625,0.6875,low,Persuasiveness,Trustworthiness,1
44563,68393ac0ab1ff7d7a62887ad,010100v010101,0.6,0.4375,0.8125,0.625,0.6875,low,Persuasiveness,Transparency,1
44760,68393ac0ab1ff7d7a62887ad,010100v010101,0.6,0.4375,0.8125,0.625,0.6875,low,Persuasiveness,Usefulness,1
97162,68393ac0ab1ff7d7a62887ad,101011v111011,0.6,0.4375,0.8125,0.625,0.6875,high,Length,Trustworthiness,0
97359,68393ac0ab1ff7d7a62887ad,101011v111011,0.6,0.4375,0.8125,0.625,0.6875,high,Length,Transparency,1
97556,68393ac0ab1ff7d7a62887ad,101011v111011,0.6,0.4375,0.8125,0.625,0.6875,high,Length,Usefulness,0
94798,68393ac0ab1ff7d7a62887ad,101100v111100,0.6,0.4375,0.8125,0.625,0.6875,high,Length,Trustworthiness,0
94995,68393ac0ab1ff7d7a62887ad,101100v111100,0.6,0.4375,0.8125,0.625,0.6875,high,Length,Transparency,1
95192,68393ac0ab1ff7d7a62887ad,101100v111100,0.6,0.4375,0.8125,0.625,0.6875,high,Length,Usefulness,1
120802,68393ac0ab1ff7d7a62887ad,111010v111110,0.6,0.4375,0.8125,0.625,0.6875,high,Formality,Trustworthiness,0
120999,68393ac0ab1ff7d7a62887ad,111010v111110,0.6,0.4375,0.8125,0.625,0.6875,high,Formality,Transparency,0
121196,68393ac0ab1ff7d7a62887ad,111010v111110,0.6,0.4375,0.8125,0.625,0.6875,high,Formality,Usefulness,0
